pretty_formula,e_above_hull,energy_per_atom,formation_energy_per_atom
HgPd2Au,0,-3.64471731,-0.159032008
K(In3Au2)2,0,-3.057279261,-0.264848146
K(InAu2)2,0,-3.097448896,-0.281833336
LaInAu2,0,-4.264914253,-0.703071013
LaInAu,0,-4.407390102,-0.749537277
La(In2Au)2,0,-3.66675551,-0.452048657
Li2InAu,0,-2.933643585,-0.473239056
LiInAu2,0,-3.212719753,-0.410854766
Na8In6Au11,0,-2.864028651,-0.343074988
NaIn2Au,0,-2.810951464,-0.288420792
Na3In2Au,0,-2.361059585,-0.241841959
InPd2Au,0,-4.496792605,-0.399065331
Rb(InAu2)2,0,-3.053351233,-0.251135938
Rb(In3Au2)2,0,-3.035629369,-0.251725695
Sc2InAu2,0,-5.137516606,-0.743539402
In3SnAu4,0,-3.375522201,-0.205493404
SrInAu,0,-3.220560508,-0.650014559
Sr(InAu)3,0,-3.29403164,-0.470748286
Sr(InAu)2,0,-3.297010994,-0.549548861
Sr4In13Au9,0,-3.229469957,-0.460918079
SrInAu5,0,-3.426280143,-0.453866462
Sr2In4Au3,0,-3.225526607,-0.536548068
Sr10In17Au27,0,-3.34932024,-0.533871481
SrIn3Au,0,-3.066360698,-0.423289794
Y2InAu2,0,-5.266244255,-0.819393136
YInAu,0,-4.916301552,-0.75194923
YInAu2,0,-4.64649351,-0.704775648
ZrInAu,0,-5.32192895,-0.464197358
Zr2InAu2,0,-5.789562098,-0.510655854
K3PbAu5,0,-2.913356216,-0.311674482
K3Sn4Au,0,-3.16937046,-0.339069557
K(Sn3Au2)2,0,-3.723663594,-0.245302056
K(SnAu)3,0,-3.567168734,-0.287173006
K23(Sn3Au4)3,0,-2.615499937,-0.322135387
K12Sn4Au21,0,-2.988824793,-0.337157071
K3TlAu5,0,-2.746026593,-0.294106247
LaMgAu2,0,-4.019947983,-0.744985588
LaMgAu,0,-3.932273544,-0.656928511
NaLaAu2,0,-3.825477363,-0.623450824
LaPbAu2,0,-4.456643913,-0.654000197
LaSnAu2,0,-4.59842068,-0.722192664
LaSnAu,0,-4.938757503,-0.861724975
Li2MgAu,0,-2.615452303,-0.441928618
LiMgAu2,0,-3.098459388,-0.583475245
LiMg2Au,0,-2.570924948,-0.473310685
Na2LiAu3,0,-2.830441148,-0.438007954
LiPdAu2,0,-3.750506625,-0.340951688
Li2PdAu,0,-3.576224653,-0.508130173
LiSc2Au,0,-4.892173865,-0.429127403
LiScAu2,0,-4.386666865,-0.688966623
LiSn4Au3,0,-3.750286437,-0.279410703
Li2SnAu,0,-3.30219259,-0.527403284
LiSnAu,0,-3.495755445,-0.432027253
Li2Sn2Au,0,-3.47009149,-0.448380556
LiSnAu2,0,-3.501158515,-0.384908751
Li2ZnAu,0,-2.481897665,-0.391251014
LiZnAu2,0,-2.856907975,-0.424800866
LiZn2Au,0,-2.29551797,-0.363657775
LiZrAu2,0,-4.786107045,-0.535326153
Mg2PdAu,0,-3.585383418,-0.669107783
MgPd2Au,0,-4.31775996,-0.50691353
Mg2RhAu,0,-4.008635143,-0.54876289
MgScAu2,0,-4.369822295,-0.748031475
MgSnAu,0,-3.402324027,-0.439808398
YMgAu2,0,-4.433706488,-0.77886947
YMgAu,0,-4.469402283,-0.687557753
MgZnAu2,0,-2.778397918,-0.422200231
MgZrAu2,0,-4.778567958,-0.603696488
MnPd2Au,0,-5.89481039,-0.195235385
Na2Sn3Au,0,-3.26780105,-0.27993607
NaSnAu,0,-3.23294561,-0.36767779
Na10Sn4Au13,0,-3.021693577,-0.365282712
Nb6OsAu,0,-9.57558214,-0.179028111
Nb6PtAu,0,-8.993057181,-0.241872381
ScNi4Au,0,-5.849509322,-0.393957648
Ni2Sn4Au,0,-4.624389139,-0.213881659
NiSn2Au,0,-4.494957908,-0.226537053
PdPb4Au,0,-4.034057195,-0.147944932
YPbAu,0,-5.16923032,-0.683810697
Sr2PtAu,0,-3.979912175,-0.804268815
Rb3Sn4Au,0,-3.118590379,-0.323465171
Rb4Sn2Au7,0,-3.031370319,-0.33893754
Rb2TlAu3,0,-2.631751792,-0.261465769
Zn2RhAu,0,-3.59895484,-0.304836655
Sc2RuAu,0,-6.98013854,-0.674997094
ScSnAu,0,-5.29963999,-0.760169562
Sc2TcAu,0,-7.080579165,-0.50490665
Sc2ZnAu,0,-4.897206983,-0.592946976
Sr(SnAu)2,0,-3.810905412,-0.560427636
SrSnAu,0,-3.731013226,-0.741287574
Sr3Sn3Au8,0,-3.65884113,-0.567655183
YSnAu,0,-5.413901853,-0.830369828
YSnAu2,0,-4.943070665,-0.686968026
Sr2(ZnAu2)3,0,-2.98682405,-0.547433376
TiZnAu2,0,-4.277104798,-0.347709013
ZrZnAu2,0,-4.558386993,-0.466392556
BaCdBi2,0,-3.174472931,-0.51551846
Ba2Cd3Bi4,0,-2.933834447,-0.468682211
Ba11(Cd4Bi7)2,0,-3.172525763,-0.655439878
Ba21(Cd2Bi9)2,0,-3.508279586,-0.851446723
Ba3(LiBi)4,0,-3.39820673,-0.761965701
Ba(MgBi)2,0,-3.186159808,-0.600209118
Ba14MnBi11,0,-3.909480511,-0.871624558
BaNaBi,0,-3.141221962,-0.762745252
Ba(BiPd)2,0,-4.653412122,-0.63614816
BaSrBi3,0,-3.795567122,-0.734508423
Ba2ZnBi2,0,-3.316218971,-0.732518168
BaCaPb,0,-3.133540608,-0.585934848
BaCaSn3,0,-3.799817072,-0.608627196
BaCaSn,0,-3.322629653,-0.67691149
Ba2CdIn,0,-2.251554703,-0.3726097
Ba2CdPb,0,-2.60883888,-0.489093401
BaCdPb,0,-2.6310532,-0.446257115
BaCd2Pt,0,-2.98202722,-0.529304403
Ba(Cd2Pt)2,0,-2.985559308,-0.457389468
BaCdSn,0,-2.812020963,-0.529112477
Ba2TlCd,0,-2.154614848,-0.37183249
Ba(CoSn4)2,0,-4.619475829,-0.23586111
BaGaCu2,0,-3.511173373,-0.221070463
BaCuSn2,0,-3.951526844,-0.440856639
BaCu9Sn4,0,-4.05918937,-0.140916951
Ba5Ga5Pb,0,-3.063417261,-0.470308557
Ba(GaPt)2,0,-4.834829749,-0.812286081
Ba5Ga5Sn,0,-3.107183537,-0.487316906
Ba3InHg10,0,-1.215649866,-0.389753879
Ba2HgPb,0,-2.558058763,-0.59107426
BaHg2Pb,0,-1.988759133,-0.427000433
BaHgPb,0,-2.476923447,-0.495808663
Ba2SnHg,0,-2.673156948,-0.632588144
BaSnHg,0,-2.656417832,-0.577190647
Ba(TlHg)2,0,-1.774356115,-0.321078101
BaTlHg2,0,-1.620606523,-0.395810944
Ba2TlHg,0,-2.10038118,-0.470359799
Ba2In13Ir4,0,-4.239412734,-0.287904668
BaIn4Ir,0,-3.972313905,-0.339671589
BaIn2Ir,0,-4.435285768,-0.362251462
BaMgIn3,0,-2.708591266,-0.35169054
BaIn2Pd,0,-3.718883894,-0.566151775
BaIn2Pt,0,-4.000217276,-0.628932468
Ba(InPt)2,0,-4.582975982,-0.674582355
BaIn2Rh,0,-4.155983689,-0.459654953
BaZnIn3,0,-2.636489524,-0.345890425
Ba19Na29Li13,0,-1.64760071,-0.017501062
Ba3(LiSn2)4,0,-3.547147865,-0.515091122
Ba(MgPb)2,0,-2.892323069,-0.379646257
Ba(MgSn)2,0,-3.112944538,-0.482532844
Ba2MgTl,0,-2.198290378,-0.243107869
BaNiSn3,0,-4.413943892,-0.467171883
Ba(RhPb2)3,0,-4.870724317,-0.242127424
BaSrPb6,0,-3.599694181,-0.362079165
BaSn3Pd,0,-4.465557446,-0.638476619
BaSn3Pt,0,-4.677713874,-0.675790895
Ba(Sn2Ru)3,0,-5.711981525,-0.330977917
Ba3SrSn12,0,-3.927022289,-0.453740079
BaZnSn,0,-2.926517875,-0.524245232
Ba(ZnSn)2,0,-2.904461467,-0.406653027
BaSrTl2,0,-2.494648095,-0.408404545
Ba2TlZn,0,-2.15595956,-0.283654085
Hf6Be15Co8,0,-6.291725467,-0.335011549
Be2CoIr,0,-6.315199625,-0.4504391
Be2CoNi,0,-5.504969408,-0.410897093
Be2CoPt,0,-5.750704075,-0.587693048
TiBeCo2,0,-6.891555345,-0.426623728
BeVCo2,0,-7.045240233,-0.282934054
Zr6Be15Co8,0,-5.97407501,-0.308411458
BeCrFe2,0,-7.68440404,-0.109660031
BeCrRu2,0,-8.123197788,-0.140192921
Hf6Be15Cu8,0,-5.378996557,-0.252821141
Be2CuIr,0,-5.504231808,-0.3921468
LaBeCu12,0,-4.224583334,-0.090154525
Be15(Nb3Cu4)2,0,-5.34703635,-0.187990498
Be2CuPt,0,-4.87305403,-0.46271852
Be2CuRh,0,-5.153602065,-0.418222628
Ta6Be15Cu8,0,-5.719247337,-0.199703687
Ti6Be15Cu8,0,-4.924916349,-0.2243557
Zr6Be15Cu8,0,-5.080051226,-0.244926176
BeVFe2,0,-7.667795473,-0.230571029
BeGaIr2,0,-6.601016403,-0.474141989
BeGaRh2,0,-6.043440195,-0.669976921
Hf6Be15Ni8,0,-5.997393422,-0.407278205
Hf6Be15Pd8,0,-5.903005859,-0.477981927
HfBeRh2,0,-7.881403175,-0.778681913
LiBe2Ir,0,-4.940826243,-0.37657114
MnBe2Ir,0,-6.821278983,-0.444204728
MnBeIr2,0,-7.998197848,-0.340819479
Be2NiIr,0,-6.101952068,-0.569421615
Be2IrPd,0,-5.975281743,-0.592365268
Be2IrPt,0,-6.306363315,-0.70489415
Be2IrRu,0,-6.784870938,-0.378520851
TiBeIr2,0,-8.13904105,-0.797193158
TiBe2Ir,0,-6.614779788,-0.553236009
LiBePd2,0,-4.551679978,-0.547725136
LiBePt2,0,-5.12934333,-0.688283109
LiBe2Pt,0,-4.369106875,-0.50660127
MnBe2Pt,0,-6.151474858,-0.4761501
MnBe2Rh,0,-6.415152213,-0.414783527
Ti2MnBe,0,-7.37040133,-0.19637273
Be15(Nb3Ni4)2,0,-6.002535838,-0.379550184
BeNbRu2,0,-8.368844063,-0.266730369
Be2NiPt,0,-5.470353993,-0.639573038
Be2NiRh,0,-5.744221918,-0.588397035
Ta6Be15Ni8,0,-6.390847372,-0.407363921
Zr6Be15Ni8,0,-5.679516077,-0.380451225
BeVOs2,0,-9.06772691,-0.250526534
Be2PdPt,0,-5.364528623,-0.683361645
Be2PdRh,0,-5.655362298,-0.649151393
Zr6Be15Pd8,0,-5.6016554,-0.467681834
Be2PtRh,0,-5.993630793,-0.768867198
Be2RuPt,0,-6.220023095,-0.515422506
TiBeRh2,0,-7.385363138,-0.796926385
TaBeRu2,0,-8.90686837,-0.369153171
BeVRu2,0,-8.195536193,-0.350050891
BeRu2W,0,-9.01590754,-0.202172109
Ca9Cd4Bi9,0,-3.235482171,-0.654954341
Ca21(Cd2Bi9)2,0,-3.465800055,-0.770595932
KCaBi,0,-3.02535183,-0.688104284
LiCaBi,0,-3.402571459,-0.79944447
Ca(MgBi)2,0,-3.128890676,-0.527226042
Ca14MnBi11,0,-3.885924695,-0.805761968
Ca3(Bi2Pd)4,0,-4.383804051,-0.522075905
CaBiPd2,0,-4.673116838,-0.606455688
Ca9Zn4Bi9,0,-3.297685723,-0.65205017
Sr9Cd4Bi9,0,-3.168367956,-0.717603088
SrCdBi2,0,-3.065603199,-0.466305885
Sr21(Cd2Bi9)2,0,-3.374118463,-0.833825163
Hf6CoBi2,0,-8.544960069,-0.252507116
La6Co13Bi,0,-6.469648714,-0.168874448
Ti4CoBi2,0,-6.951882186,-0.30974024
Y12Co5Bi,0,-6.775151114,-0.27199409
ZrCoBi,0,-6.935757037,-0.417169958
Ti4CrBi2,0,-7.216288965,-0.213188516
Cs7(In2Bi3)2,0,-2.726222472,-0.334185217
CsK2Bi,0,-2.097472445,-0.343896537
Cs2Bi2Pd,0,-3.323695174,-0.36971755
La3Cu3Bi4,0,-4.920146135,-0.646694782
Ti5CuBi3,0,-6.304390947,-0.162206076
Zr6CuBi2,0,-7.310569593,-0.290468049
Zr5CuBi3,0,-6.885311789,-0.381796581
Ti4FeBi2,0,-7.120914702,-0.285938966
LaGaBi2,0,-4.511455353,-0.56605311
Li2HgBi,0,-2.38424197,-0.379771799
K11(In2Bi3)3,0,-2.783568282,-0.329374744
Li2InBi,0,-2.977197573,-0.36068543
Na3InBi2,0,-2.696875944,-0.282522143
Sr5(InBi3)2,0,-3.534633985,-0.663633106
KMgBi,0,-2.67314675,-0.468842011
KNa2Bi,0,-2.290722718,-0.382282136
KBiPb,0,-3.162996515,-0.255116683
K2SnBi,0,-2.888902444,-0.356824688
KTl2Bi,0,-2.631163003,-0.195414311
Li3LaBi2,0,-3.806919555,-0.728870642
LiLaBi2,0,-4.399218539,-0.736131494
La3Ni3Bi4,0,-5.413681663,-0.635695776
LaBiPd,0,-5.655136893,-0.978887315
LaBiPt,0,-6.011014157,-1.043360992
La3ScBi5,0,-5.39597986,-0.877081969
La4SnBi2,0,-5.378715046,-0.864796481
La2ZnBi4,0,-4.44379233,-0.620709775
LiMgBi,0,-2.87328942,-0.403105238
NaLi2Bi,0,-2.742950823,-0.48625538
LiBiPd2,0,-4.483886888,-0.441023421
LiBiRh2,0,-5.41415346,-0.284096759
SrLiBi,0,-3.325121703,-0.827727498
Li2TlBi,0,-2.892670278,-0.37232078
Li3YBi2,0,-3.994670998,-0.663372337
MgNiBi,0,-3.95545882,-0.194240838
Sr(MgBi)2,0,-3.067937546,-0.529712582
Sr14MnBi11,0,-3.758696547,-0.849332933
Ti4MnBi2,0,-7.201858215,-0.266965566
Y6MnBi2,0,-6.627310133,-0.431749686
Na2TlBi,0,-2.511364025,-0.288705085
NaTl2Bi,0,-2.658319755,-0.17200676
ScNiBi,0,-5.96059721,-0.622424428
Ti4NiBi2,0,-6.731418974,-0.279122784
YNiBi,0,-6.051906447,-0.669672068
BiPtPb3,0,-4.356652654,-0.136601743
Bi2PdPt,0,-5.06306526,-0.304081033
ScBiPd,0,-5.953890463,-0.815202985
Sr(BiPd)2,0,-4.563746396,-0.59420816
YBiPd,0,-6.123507997,-0.940758922
Y5BiPd2,0,-6.52894758,-0.703897334
YBiPt,0,-6.49701619,-1.022863528
Y5BiPt2,0,-6.968778914,-0.925175979
Sr3Sn4Bi,0,-3.72578819,-0.601571964
Ca5CdCu2,0,-2.580605248,-0.189463272
Ca20(CdGa3)3,0,-2.553427188,-0.361471824
CaCdHg2,0,-1.25381974,-0.372500081
Ca2CdIn,0,-2.345633285,-0.427403421
CaLaCd2,0,-2.570021558,-0.374892119
LiCa2Cd,0,-1.901209313,-0.19395087
Ca2CdPb,0,-2.663393345,-0.504363005
CaCdPb,0,-2.599265029,-0.388279036
Ca2CdPd2,0,-3.718664774,-0.661405294
CaCdPd,0,-3.304895061,-0.604723102
CaCd2Pd,0,-2.762340034,-0.508527476
Ca2CdPt2,0,-4.238618526,-0.831674742
CaCdPt,0,-3.712156314,-0.720580768
Ca3(Cd2Pt)4,0,-3.025427585,-0.521782213
CaCdSn,0,-2.815004067,-0.505905673
Ca2CdSn,0,-2.796526213,-0.563911571
Ca2TlCd,0,-2.23596731,-0.413900091
CaYCd2,0,-2.938884883,-0.363880822
Ca3Co4Sn13,0,-4.616811869,-0.288230154
Ca2GaCu2,0,-3.338660932,-0.290231983
CaInCu4,0,-3.692651558,-0.167286425
Ca6Cu2Sn7,0,-3.768058456,-0.549168659
Ca(CuSn)2,0,-3.959922302,-0.31581374
CaCuSn,0,-3.826625397,-0.456007698
Ca3Ga3Ir2,0,-4.726714731,-0.6206092
LiCa2Ga,0,-2.50837718,-0.270493966
CaGa3Ni2,0,-4.258770029,-0.479268062
Ca3(GaNi)4,0,-4.235522739,-0.482548184
CaGa2Ni,0,-3.962491955,-0.497815877
Ca3(GaPd)2,0,-3.916576107,-0.709548491
Ca2GaPd2,0,-4.26211906,-0.780359763
CaGaPt,0,-4.61630118,-0.917225939
Ca3(GaPt)2,0,-4.315184207,-0.858382089
Ca2GaPt2,0,-4.80462458,-0.973180979
CaGa3Pt,0,-4.086575514,-0.652236993
Ca3Ga3Rh2,0,-4.372500256,-0.643100295
Ca65Ga24Sn19,0,-3.147800361,-0.561895048
Ca2ZnGa3,0,-2.876285612,-0.47780996
Ca2Zn3Ga,0,-2.170807345,-0.360467232
CaInHg2,0,-1.723446265,-0.38284561
CaLaHg2,0,-2.451369513,-0.561762027
Li6Ca17Hg9,0,-1.865850563,-0.358512205
CaMgHg2,0,-1.473331633,-0.419611822
Ca2HgPb,0,-2.608032565,-0.601763201
Ca2SnHg,0,-2.742226745,-0.66237308
CaSnHg,0,-2.623377995,-0.517960903
CaIn4Ir,0,-3.976031665,-0.330294395
CaIn2Ir,0,-4.52931747,-0.436640734
Li2CaIn,0,-2.423109298,-0.280367543
LiCa2In,0,-2.474355773,-0.307816335
Ca2MgIn,0,-2.399764395,-0.30913438
CaIn2Ni,0,-3.683668593,-0.361680066
Ca3(InNi2)4,0,-4.470166356,-0.252465296
CaIn4Pd,0,-3.458297859,-0.426095381
Ca2InPd2,0,-4.149417617,-0.724733341
CaInPd,0,-4.014836216,-0.702289596
CaIn2Pd,0,-3.782537936,-0.610163387
Ca2InPt2,0,-4.663268472,-0.888899892
CaInPt,0,-4.434410912,-0.830460705
CaIn2Pt,0,-4.078245789,-0.68731855
CaInRh,0,-4.581439949,-0.544097839
CaIn4Rh,0,-3.792118821,-0.397518598
CaIn2Rh,0,-4.237788897,-0.521817731
Ca2TlIn,0,-2.7378663,-0.456518086
CaSn2Ir,0,-5.294542063,-0.573095772
Ca3Sn13Ir4,0,-5.112095568,-0.432747343
CaLaMg2,0,-2.64078142,-0.100851679
CaLaZn2,0,-2.680342793,-0.306167119
LiCaPb,0,-3.015738174,-0.47367275
Li2CaPb,0,-2.802503863,-0.418961632
LiCa2Rh,0,-3.557281235,-0.239455229
LiCaSn,0,-3.20253339,-0.562355564
Li2CaSn,0,-2.9654045,-0.508277968
LiCa2Tl,0,-2.36277525,-0.292398458
CaMg2Ni9,0,-4.937140373,-0.167015393
CaMgPb,0,-2.879283787,-0.438430926
Ca2MgPd2,0,-3.858206092,-0.663026491
CaMgPd,0,-3.541856828,-0.611818
Ca2MgPt2,0,-4.423041472,-0.878177567
CaMgSn,0,-3.094342309,-0.555377047
Ca2MgTl,0,-2.279686028,-0.285218658
CaMgTl2,0,-2.359447243,-0.273968779
Na10CaSn12,0,-3.01752867,-0.267883101
NaCa2Tl,0,-2.157602305,-0.236070791
Ca(Ni2Sn)2,0,-5.080494798,-0.345315588
Ca7Ni4Sn13,0,-4.206687012,-0.487161734
CaZn3Ni2,0,-3.208490755,-0.311192095
CaPdPb,0,-4.258653254,-0.625039334
SrCaPb,0,-3.055967733,-0.587904848
Ca2TlPb,0,-3.009414258,-0.487265568
Ca2(TlPb)3,0,-3.070461044,-0.2888197
CaSn2Pd,0,-4.470041191,-0.668897088
CaSnPd,0,-4.539227498,-0.807501176
CaZnPd,0,-3.448487996,-0.62895188
Ca2Sn5Pt3,0,-4.953938741,-0.731558672
CaSnPt,0,-4.944640382,-0.921510473
CaSnRh2,0,-5.7366298,-0.554987288
CaSn2Rh,0,-5.00172471,-0.656983989
Ca3Sn13Rh4,0,-4.879476664,-0.501492895
SrCaSn,0,-3.245428288,-0.679253003
Sr2CaSn5,0,-3.733739764,-0.555979681
CaZnSn,0,-2.935598892,-0.507136341
SrCaZn2,0,-1.782922844,-0.224227328
CaYZn2,0,-3.060110833,-0.306060537
La4CdCo,0,-4.828826847,-0.192781624
Cs5Tl11Cd2,0,-1.915173807,-0.118190235
Y2CdCu2,0,-4.716982135,-0.307364696
ZrCdCu2,0,-4.566086283,-0.150876069
CdGaRh2,0,-5.037531305,-0.371037051
Sr(CdGa)2,0,-2.264328524,-0.3463484
HfCdRh2,0,-7.07191503,-0.676162788
LaCdHg2,0,-2.068476998,-0.450976769
Li2CdHg,0,-1.575006548,-0.316414021
LiCdHg2,0,-1.065461398,-0.207939421
ScCdHg2,0,-2.225355,-0.261026346
YCdHg2,0,-2.374101958,-0.376727106
La2CdIn,0,-3.806214465,-0.415623462
Li2CdIn,0,-2.167417925,-0.296783427
Mg6CdIn,0,-1.742285846,-0.08071054
CdInPd2,0,-3.98070104,-0.472743797
CdInRh2,0,-4.898290355,-0.303139877
Sc2CdIn,0,-4.458757225,-0.374509372
Sr2CdIn,0,-2.148333298,-0.38870261
La4CdIr,0,-5.388479995,-0.460129347
La23Cd4Ir7,0,-5.780942595,-0.50132213
Y4CdIr,0,-6.459446158,-0.518096518
K2CdPb,0,-1.891942505,-0.179326695
K6CdPb8,0,-2.692642984,-0.206161503
K2CdSn,0,-2.008529704,-0.222329593
K14(Tl7Cd3)3,0,-1.794980241,-0.124783592
LaMgCd2,0,-2.429756475,-0.334334143
La(Cd10Ni)2,0,-1.618134632,-0.104885899
La4CdNi,0,-4.655733402,-0.241174894
La23Cd4Ni7,0,-4.883773907,-0.23883785
La2CdNi2,0,-4.858076294,-0.383545539
La2CdPd2,0,-5.005297673,-0.770149282
LaCd2Pd,0,-3.582071336,-0.592078209
La23Cd4Pt7,0,-5.316095286,-0.614386172
La2CdRh2,0,-5.752877411,-0.647974432
La15Cd2Rh5,0,-5.615752993,-0.486990417
La23Cd4Rh7,0,-5.438262,-0.468869651
La4CdRu,0,-5.290897472,-0.293792542
La2TlCd,0,-3.6714208,-0.376992443
Li2MgCd,0,-1.76958612,-0.185832466
LiMg2Cd,0,-1.666390818,-0.158546586
LiMgCd2,0,-1.52783859,-0.19239451
Li2CdPb,0,-2.380395653,-0.268960679
LiCd2Pd,0,-2.637339248,-0.407324373
Li2CdPd,0,-2.860559455,-0.382235006
LiCdPd2,0,-3.743386195,-0.446400374
LiCd2Pt,0,-2.88329884,-0.434731275
LiCd2Rh,0,-3.047508355,-0.273896863
Li2CdSn,0,-2.50633831,-0.321319035
Li2TlCd,0,-2.029598363,-0.25512651
MgCdPd2,0,-3.79595226,-0.574875861
MgScCd2,0,-2.69737962,-0.255128863
MgSc2Cd,0,-3.966501205,-0.169134196
YMgCd2,0,-2.794091773,-0.318794818
Na2CdPb,0,-1.97138825,-0.157643834
NaCd2Pt,0,-2.560042763,-0.260320476
NaCd2Rh,0,-2.70115179,-0.076385576
Na2CdSn,0,-2.103582936,-0.216254219
ScCdNi4,0,-5.428982928,-0.366611276
Y4CdNi,0,-5.732890418,-0.305332917
Y10Cd3Ni,0,-5.478540481,-0.250032009
Y(Cd10Ni)2,0,-1.671373483,-0.092059598
Sr2CdPb,0,-2.501492663,-0.501061499
SrCdPb,0,-2.516753503,-0.411500295
Zr5CdPb3,0,-6.334343663,-0.245729788
Cd2PdRh,0,-3.854196485,-0.26192362
ScCdPd2,0,-5.1278449,-0.724052401
SrCd2Pd,0,-2.666441193,-0.491928223
Y4CdPd,0,-5.794097937,-0.466283088
YCdPd2,0,-5.163881318,-0.727042621
Y10Cd3Pd,0,-5.492557306,-0.306795684
ZrCdPd2,0,-5.5438877,-0.587014551
Cd2PtRh,0,-4.012000863,-0.201175308
Sr2CdPt2,0,-4.025929022,-0.745864579
SrCdPt,0,-3.566982116,-0.681139354
Sr(Cd2Pt)2,0,-2.948741439,-0.454661403
Y4CdPt,0,-6.093634999,-0.620118356
ZnCdPt2,0,-4.028397938,-0.453093193
Rb5Tl11Cd2,0,-1.930570872,-0.099936629
ScCdRh2,0,-6.103178615,-0.612192881
CdSnRh2,0,-5.254211103,-0.344675848
TlCdRh2,0,-4.544160558,-0.045172725
ZrCdRh2,0,-6.663284775,-0.619218391
Y4CdRu,0,-6.335741988,-0.325638064
Y10Cd3Ru,0,-5.754520916,-0.276349691
Sc2CdTc,0,-6.195247013,-0.209344529
Sc2TlCd,0,-4.27876983,-0.290684623
Sr2CdSn,0,-2.623461508,-0.549446043
Sr2TlCd,0,-2.050648523,-0.38718048
Y2TlCd,0,-4.43345946,-0.379281858
Mn2CrCo,0,-8.810284105,-0.043984925
TaCrCo,0,-9.714311463,-0.180230333
GaFeCo2,0,-6.65444175,-0.225178503
Nb2FeCo3,0,-8.48588292,-0.149867548
YFeCo,0,-7.493833678,-0.148097225
Zr2FeCo3,0,-8.117416455,-0.303273487
HfGa5Co,0,-4.955438086,-0.348234238
HfGa2Co,0,-6.291420577,-0.506738923
HfGaCo2,0,-7.2827088,-0.479836921
HfGaCo,0,-7.25207704,-0.551579315
La6Ga3Co11,0,-6.065757493,-0.215309892
La10Ga3Co7,0,-5.652871725,-0.23484586
Mg3Ga7Co2,0,-3.59759816,-0.239795856
MnGaCo2,0,-6.828369388,-0.224251543
NbGaCo2,0,-7.145283065,-0.302692743
ScGa5Co,0,-4.536922606,-0.446728191
ScGaCo2,0,-6.331972458,-0.433867088
TaGaCo2,0,-7.61996792,-0.341776092
TiGaCo2,0,-6.80361342,-0.515026052
VGaCo2,0,-6.883440773,-0.297478843
Y4GaCo4,0,-6.681109579,-0.309248757
YGa5Co,0,-4.573254664,-0.464176709
Y3GaCo3,0,-6.59183179,-0.339064803
Y2(Ga3Co)3,0,-4.882786722,-0.482797273
YGa2Co3,0,-6.010734207,-0.365428532
Y5GaCo5,0,-6.73772769,-0.290079882
YGaCo,0,-6.003250244,-0.465046267
Y10Ga3Co7,0,-6.522828335,-0.345053225
Y4Ga16Co3,0,-4.668202293,-0.503191221
ZnGaCo2,0,-4.801144638,-0.168632401
ZrGa5Co,0,-4.817484969,-0.411244469
Zr6Ga2Co,0,-7.572140994,-0.408852886
ZrGaCo,0,-6.780467962,-0.548884716
ZrGa2Co,0,-5.965383758,-0.532387963
ZrGaCo2,0,-6.877704348,-0.426518328
HfInCo2,0,-7.009060183,-0.27753208
Hf9CoMo4,0,-10.1853213,-0.174767365
Hf2CoOs,0,-10.11906238,-0.559485414
Hf2CoRe,0,-10.27573738,-0.410141797
Hf9CoRe4,0,-10.81176872,-0.3493536
HfScCo2,0,-8.02468272,-0.397319361
HfCoSn,0,-7.461907403,-0.43735501
HfCo2Sn,0,-7.43544018,-0.3895273
Hf2CoTc,0,-9.8385776,-0.494327103
Hf9CoW4,0,-10.7610739,-0.151296228
HfZnCo2,0,-6.686648473,-0.324878248
KIn9Co2,0,-3.40341501,-0.061994341
La18In3Co28,0,-6.185089519,-0.136163837
Sc5(In2Co)2,0,-5.623925852,-0.450887777
Sc36In5Co13,0,-6.510829364,-0.320896122
TiInCo2,0,-6.445860403,-0.22861681
Y6InCo2,0,-6.464359948,-0.267009735
Y8In3Co,0,-5.959128297,-0.367074751
Zr9(In2Co)7,0,-5.805661333,-0.298205509
Zr2InCo2,0,-7.15342744,-0.340049253
Zr4In5Co2,0,-5.997548192,-0.345787446
Sc2CoIr,0,-7.880269915,-0.719214928
Ti2CoIr,0,-8.582420225,-0.640401241
La4MgCo,0,-4.856350613,-0.105371956
La12Co6Pb,0,-5.749460075,-0.183688801
La3Co4Sn13,0,-5.16661191,-0.396321854
La3Co2Sn7,0,-5.325882158,-0.56509651
La6Co13Sn,0,-6.461570192,-0.1552383
Y4MgCo,0,-5.908638544,-0.144660894
MgZnCo,0,-3.428422113,-0.099370072
MnCo2Sn,0,-6.95140116,-0.104242314
TiMnCo2,0,-8.096328668,-0.277237344
Ti2MnCo,0,-8.396080355,-0.380205778
Ti2CoMo,0,-8.698286693,-0.256638666
Zr9CoMo4,0,-9.225841864,-0.119622991
NbCoSn,0,-7.393398883,-0.315888565
NbVCo,0,-8.92494464,-0.155024937
NbZnCo2,0,-6.562133803,-0.160645134
Ta4CoNi,0,-10.29731416,-0.245105963
TaCoNi2,0,-7.960376696,-0.328454789
Ti4CoNi,0,-7.703561649,-0.290298682
Zr2CoNi,0,-7.896450445,-0.399922368
Zr2CoOs,0,-9.276877263,-0.420672014
Ti2CoRe,0,-9.277194778,-0.440168215
Sc2CoRu,0,-7.728165563,-0.463979151
ScCo2Sn,0,-6.538395685,-0.397249314
