pretty_formula,e_above_hull,energy_per_atom,formation_energy_per_atom
TiNi3,0,-6.791360519,-0.481273144
V3Ni,0,-8.409939663,-0.14970195
VNi2,0,-7.12105755,-0.238132983
VNi3,0,-6.847734478,-0.24027254
Ni4W,0,-7.322102168,-0.105317704
YNi3,0,-6.351393671,-0.398742096
Y2Ni7,0,-6.3088023,-0.375214894
Y3Ni2,0,-6.549388823,-0.356528713
YNi,0,-6.558119534,-0.433890434
YNi5,0,-6.218242468,-0.322783402
Y3Ni,0,-6.532791986,-0.236985361
Y15Ni32,0,-6.425062894,-0.424953706
Zn53Ni16,0,-2.504425434,-0.186207948
ZnNi,0,-3.77471904,-0.247768603
Zn11Ni2,0,-2.118654386,-0.152251065
Zn22Ni3,0,-1.941828356,-0.128011864
ZrNi,0,-7.617808398,-0.453510393
Zr2Ni7,0,-6.821518239,-0.425677987
Zr2Ni,0,-7.947993023,-0.322620367
ZrNi3,0,-6.928097634,-0.455411606
ReOs,0,-11.91826478,-0.086444806
Re3Os,0,-12.20273699,-0.064898407
ReOs3,0,-11.60910044,-0.083299091
OsRu3,0,-9.772367306,-0.010157184
OsRu,0,-10.25885125,-0.01078359
ScOs2,0,-9.981545678,-0.389957402
Sc44Os7,0,-7.201631531,-0.195999159
Sc11Os4,0,-8.008669162,-0.370914235
TaOs3,0,-11.52575473,-0.147031381
Ta3Os2,0,-11.93303498,-0.331794775
Ta3Os,0,-11.96277452,-0.266169946
Tc3Os,0,-10.63662638,-0.062823055
TcOs3,0,-11.07904242,-0.074586149
TiOs,0,-10.27133363,-0.712878586
V3Os,0,-9.975555855,-0.355640971
Os3W,0,-11.71781576,-0.063072174
YOs2,0,-9.947847438,-0.312197565
Y3Os,0,-7.897104529,-0.241620733
ZrOs2,0,-10.72172872,-0.392699578
Zr11Os4,0,-9.552763239,-0.292638405
ZrOs,0,-10.41633123,-0.532678878
PdPb2,0,-4.41170681,-0.207460603
Pd3Pb,0,-5.112488543,-0.296759878
PdPb,0,-4.707017118,-0.258177928
PtPb4,0,-4.307681901,-0.124267929
PtPb,0,-5.12614837,-0.2402038
RbPb,0,-2.565269651,-0.199473296
Rb4Pb9,0,-3.031161545,-0.146417542
Rh4Pb5,0,-5.416050839,-0.082348657
RhPb,0,-5.617486767,-0.081454342
RhPb2,0,-5.004361513,-0.075319817
Sc6Pb5,0,-5.575531319,-0.431304286
Sc5Pb3,0,-5.818743778,-0.466096588
Sr2Pb,0,-2.908181196,-0.545851096
SrPb,0,-3.244890773,-0.544378138
SrPb3,0,-3.567418263,-0.359631825
Ti3Pb,0,-6.910244153,-0.058633578
YPb2,0,-5.013973373,-0.38147183
Y5Pb3,0,-6.024302725,-0.589040041
Zr5Pb3,0,-6.878973288,-0.143624473
Zr3Pb,0,-7.474755593,-0.135349063
PdPt,0,-5.652753235,-0.033029715
PdPt3,0,-5.858092043,-0.019815833
Re3Pd,0,-10.6838062,-0.055258767
ScPd,0,-6.660369495,-0.901460745
ScPd3,0,-6.31970913,-0.848945685
Sc2Pd,0,-6.609070074,-0.658064454
SnPd3,0,-5.404305733,-0.514992766
Sn4Pd,0,-4.481086653,-0.237045069
Sn2Pd,0,-4.787327407,-0.386856397
SnPd,0,-5.132280805,-0.536273013
SnPd2,0,-5.338066923,-0.546522348
SrPd,0,-4.043917115,-0.60962553
SrPd5,0,-4.973434738,-0.373592117
SrPd2,0,-4.660972708,-0.643905605
TaPd,0,-8.881939878,-0.362858213
TaPd2,0,-7.866798643,-0.459871487
TaPd3,0,-7.333209435,-0.482359532
Tc3Pd,0,-9.141452475,-0.076940295
TiPd,0,-7.084879405,-0.545006658
Ti2Pd,0,-7.441660053,-0.449369104
TiPd2,0,-6.716948287,-0.629493742
Ti2Pd3,0,-6.869783021,-0.601361196
Ti3Pd,0,-7.557846236,-0.339346186
TiPd3,0,-6.507946889,-0.646701445
Tl9Pd13,0,-4.244231011,-0.213371665
Tl2Pd,0,-3.451811317,-0.146133433
TlPd3,0,-4.694466341,-0.215700798
VPd3,0,-6.405612593,-0.246992588
V3Pd,0,-8.239174339,-0.128550604
VPd2,0,-6.757313977,-0.273360017
Pd4W,0,-6.76443372,-0.026413984
Pd3W,0,-7.15876643,-0.031896295
YPd3,0,-6.361119295,-0.857309653
Y3Pd,0,-6.618823993,-0.472631345
YPd,0,-6.729979865,-0.90497872
Y3Pd4,0,-6.657611915,-0.924379771
ZnPd,0,-3.79280128,-0.565078798
Zn74Pd21,0,-2.458165794,-0.321069309
ZnPd2,0,-4.337471722,-0.458117353
Zn61Pd8,0,-1.896497925,-0.170361962
Zn2Pd,0,-3.008350771,-0.432260174
ZrPd3,0,-6.840785561,-0.816941466
Zr2Pd,0,-7.913355747,-0.487468393
ZrPd,0,-7.51437893,-0.64930888
Re3Pt,0,-11.08415224,-0.237052109
PtRh3,0,-7.047829128,-0.015868445
Pt3Rh,0,-6.392360428,-0.0104876
ScPt,0,-7.41430792,-1.21829379
Sc2Pt,0,-7.2223537,-0.979944493
ScPt3,0,-7.177328635,-1.05090712
Sc57Pt13,0,-6.852679758,-0.56917777
Sn4Pt,0,-4.698897047,-0.280013311
SnPt3,0,-5.930272045,-0.385301009
Sn2Pt,0,-5.14722322,-0.455348623
Sn3Pt2,0,-5.338623715,-0.510253688
SnPt,0,-5.617765738,-0.584652565
SrPt5,0,-5.866475903,-0.538124315
Sr7Pt3,0,-3.636658022,-0.639433831
Sr3Pt2,0,-4.191404032,-0.757093454
SrPt2,0,-5.459120328,-0.859246052
TaPt3,0,-8.228955873,-0.7224479
TaPt2,0,-8.745752605,-0.756018275
TcPt3,0,-7.239230363,-0.106989473
Tc3Pt,0,-9.551801291,-0.268736421
TiPt3,0,-7.376715871,-0.859812358
TiPt,0,-7.905023268,-0.928045141
Ti3Pt5,0,-7.695569849,-0.948629029
TiPt8,0,-6.711834536,-0.45052803
Ti3Pt,0,-8.086588795,-0.649536055
Tl2Pt,0,-3.663339962,-0.066258492
Tl2Pt3,0,-4.691868594,-0.110888151
VPt,0,-8.126116363,-0.554389112
VPt3,0,-7.27009443,-0.455816355
V3Pt,0,-8.756819184,-0.427642759
VPt2,0,-7.619178263,-0.55241713
VPt8,0,-6.665591669,-0.272118691
Pt2W,0,-8.69875402,-0.340992713
Y3Pt,0,-7.070584983,-0.705839646
YPt,0,-7.521330895,-1.25922437
YPt3,0,-7.142950083,-0.98348237
Y2Pt,0,-7.262140056,-0.931607656
YPt2,0,-7.284194727,-1.090514077
Zn49Pt29,0,-3.541290253,-0.48979599
ZnPt,0,-4.230825768,-0.565997905
Zn3Pt,0,-2.854062455,-0.385235111
ZnPt3,0,-5.177550198,-0.316721816
Zr7Pt10,0,-8.164174313,-1.081765918
ZrPt8,0,-6.827686288,-0.494113714
ZrPt,0,-8.387403923,-1.085228493
ZrPt3,0,-7.708404936,-1.028902771
RbSn,0,-2.774594886,-0.261629928
Rb8Tl11,0,-1.905929876,-0.107427505
Rb5Tl9,0,-1.987541774,-0.10271805
RbZn13,0,-1.298532553,-0.044012468
ReRh3,0,-8.70712076,-0.078403002
Re3Rh,0,-11.32772161,-0.155577553
Re3Ru,0,-11.71624067,-0.064259622
ReRu3,0,-10.15069805,-0.082469307
ScRe2,0,-10.75172076,-0.344082835
Sc5Re24,0,-11.61676201,-0.226121678
Ta3Re,0,-12.21965226,-0.217029069
TaRe,0,-12.35349818,-0.203796984
ReTc,0,-11.4031197,-0.001952669
Ti2Re,0,-9.729486197,-0.316782227
TiRe,0,-10.56981716,-0.399324877
Ti5Re24,0,-11.88238157,-0.222443307
V3Re,0,-10.18854026,-0.262606759
YRe2,0,-10.66611954,-0.214420021
Zr5Re24,0,-11.99199804,-0.21992278
Zr21Re25,0,-11.01435766,-0.349262195
ZrRe2,0,-11.50671214,-0.361633351
ScRh3,0,-7.709372408,-0.60781911
ScRh,0,-7.88226307,-1.036161085
Sc57Rh13,0,-6.944391766,-0.419428574
SnRh2,0,-6.609748051,-0.368612496
SnRh,0,-6.149087416,-0.465886389
Sn2Rh,0,-5.536531289,-0.411264789
Sn4Rh,0,-4.951601179,-0.272682301
Sr2Rh,0,-3.713866853,-0.137555297
SrRh2,0,-5.720260772,-0.253602688
TaRh3,0,-9.087673995,-0.60603424
TaRh2,0,-9.433942164,-0.577424027
TcRh3,0,-8.185056623,-0.07768395
Tc3Rh,0,-9.764019063,-0.155910265
Ti3Rh5,0,-8.340103526,-0.780552887
TiRh3,0,-8.111735795,-0.619700499
TiRh,0,-8.37071415,-0.743648168
Ti2Rh,0,-8.344314267,-0.627227828
V3Rh,0,-8.969624396,-0.315404044
VRh3,0,-8.171708659,-0.382298801
VRh,0,-8.608038215,-0.38622311
Rh3W,0,-9.027180589,-0.269520601
YRh2,0,-7.795093707,-0.73462925
Y3Rh2,0,-7.561029463,-0.737797129
Y7Rh3,0,-7.330231297,-0.595961009
Y3Rh,0,-7.195473371,-0.505684106
YRh,0,-7.76721488,-0.8550205
YRh3,0,-7.701397516,-0.566798021
Zn13Rh,0,-1.828984756,-0.121573803
Zn11Rh2,0,-2.457120733,-0.248266557
ZnRh,0,-4.695659985,-0.380744268
Zn3Rh,0,-3.122714678,-0.328843406
ZrRh,0,-8.75516127,-0.802897985
ZrRh3,0,-8.33308734,-0.678453393
Zr3Rh5,0,-8.605392677,-0.801944061
Zr2Rh,0,-8.703531193,-0.55284835
Zr3Rh,0,-8.666652519,-0.416759896
ScRu,0,-8.34044681,-0.534670838
Sc11Ru4,0,-7.525707692,-0.406200806
ScRu2,0,-8.68293463,-0.386966453
Sc44Ru7,0,-6.961733842,-0.222846784
Sn3Ru2,0,-6.292923054,-0.176743553
Sn7Ru3,0,-5.795084431,-0.205600444
TaRu3,0,-10.12228995,-0.201139209
TaRu,0,-10.88862857,-0.322679678
Ta3Ru,0,-11.42666718,-0.215920139
Ta3Ru2,0,-11.11022755,-0.286359401
TcRu3,0,-9.607418191,-0.060534537
Tc3Ru,0,-10.13730213,-0.04935634
TcRu,0,-9.8805062,-0.063091477
TiRu,0,-9.354819725,-0.768079756
VRu3,0,-9.345388068,-0.116467229
VRu,0,-9.41146528,-0.229976188
V3Ru,0,-9.410724815,-0.276667469
Ru3W,0,-10.26266041,-0.065489442
YRu2,0,-8.650889659,-0.310859886
Y3Ru,0,-7.478276967,-0.308650708
Zn3Ru,0,-3.410484653,-0.136776388
Zn6Ru,0,-2.548586704,-0.132399056
ZrRu,0,-9.566611105,-0.654673833
Sc5Sn3,0,-6.144535785,-0.681512143
ScSn2,0,-5.250434025,-0.465769275
Sc6Sn5,0,-5.940112778,-0.662096107
Sc3Tc,0,-7.409228704,-0.068209969
ScTc3,0,-9.467514138,-0.114856653
Sc3Tl,0,-5.547608096,-0.204406638
Sc13Zn58,0,-2.459617732,-0.259877626
ScZn3,0,-2.840927655,-0.302507696
ScZn,0,-4.177692495,-0.373679403
ScZn2,0,-3.298925713,-0.338641377
ScZn12,0,-1.785130933,-0.122890836
ScZn6,0,-2.218389875,-0.222366974
ZrSc2,0,-7.092688453,-0.020048227
Zr3Sc,0,-8.020963451,-0.026522141
Sr2Sn,0,-3.085180124,-0.624737623
Sr3Sn5,0,-3.703912084,-0.565801795
SrSn,0,-3.525465318,-0.67778408
SrSn3,0,-3.832724803,-0.404185461
Ta3Sn,0,-9.928400074,-0.03439182
TaSn2,0,-6.642939749,-0.018159722
Ti2Sn3,0,-5.871592706,-0.307103298
Ti6Sn5,0,-6.499929249,-0.369951854
Ti3Sn,0,-7.22615374,-0.300958864
Ti5Sn3,0,-6.785493119,-0.346264481
VSn2,0,-5.754023215,-0.052216385
V3Sn,0,-7.880454241,-0.06313568
Y5Sn3,0,-6.314468294,-0.768829158
Y11Sn10,0,-6.070261765,-0.773347475
YSn2,0,-5.440093073,-0.611366727
Zr5Sn4,0,-7.119701441,-0.58912371
Zr5Sn3,0,-7.411826054,-0.566100788
ZrSn2,0,-5.94621896,-0.424113343
SrTl3,0,-2.45668116,-0.259784086
SrTl,0,-2.453586525,-0.427000133
SrTl2,0,-2.477746438,-0.337619592
SrZn11,0,-1.479235442,-0.171980433
SrZn,0,-1.683227853,-0.203831925
SrZn13,0,-1.459483816,-0.157147119
SrZn5,0,-1.56243308,-0.220749887
SrZn2,0,-1.649348478,-0.238808918
TaTc,0,-11.60842123,-0.5014102
TaV2,0,-10.11646144,-0.106862647
TaW3,0,-12.77338812,-0.089782232
Ta3W,0,-12.17848879,-0.046923365
TaZn2,0,-4.879079546,-0.078679933
Ta6Zn7,0,-6.236048867,-0.078890489
TiTc,0,-9.63377645,-0.505974343
VTc,0,-10.09743323,-0.374881995
YTc2,0,-9.230987729,-0.169541772
Zn7Tc,0,-2.462998489,-0.054465409
ZrTc2,0,-10.07885808,-0.324032849
TiW,0,-10.44315664,-0.014779903
TiZn,0,-4.771336175,-0.186359086
Ti3Zn22,0,-2.177473951,-0.109731063
Ti2Zn,0,-5.840044783,-0.151017606
TiZn2,0,-3.670396508,-0.189469506
TiZn3,0,-3.117386033,-0.188484075
Y3Tl5,0,-4.209503092,-0.304729189
Y5Tl3,0,-5.278373579,-0.348555577
YTl,0,-4.78844865,-0.371152698
YTl3,0,-3.620846958,-0.228595104
Zr3Tl,0,-7.120758788,-0.118315379
VW,0,-11.08359344,-0.06046758
VW3,0,-12.0681203,-0.076744308
VZn3,0,-3.26656545,-0.040288931
V4Zn5,0,-4.790740822,-0.045114542
ZrW2,0,-11.63343171,-0.144506978
Y2Zn17,0,-2.054664553,-0.23504222
YZn12,0,-1.845227472,-0.172819314
YZn,0,-4.228040985,-0.357935498
YZn3,0,-2.936362331,-0.364896175
Y3Zn11,0,-2.719465552,-0.3335193
ZrZn,0,-5.19062137,-0.280446978
ZrZn3,0,-3.371797283,-0.280296674
ZrZn2,0,-3.99181645,-0.294091247
ZrZn16,0,-1.780230496,-0.079480428
