pretty_formula,e_above_hull,energy_per_atom,formation_energy_per_atom
Cs3Hg20,0,-0.540699989,-0.15983133
CsHg,0,-0.817129233,-0.217588981
Cs2In3,0,-2.14937492,-0.140103896
CsIn3,0,-2.408937748,-0.121196482
Cs4Pb9,0,-3.038165689,-0.190696275
CsSn,0,-2.75682808,-0.304434331
Cs4Sn23,0,-3.717230158,-0.169167141
GaCu3,0,-3.930582591,-0.096805029
Ga2Cu,0,-3.474357087,-0.083104037
Ga4Cu9,0,-3.87005633,-0.097551393
Hf3Cu8,0,-5.861755005,-0.165651882
Hf14Cu51,0,-5.516714474,-0.156351069
Hf2Cu,0,-8.164162583,-0.161554897
Hf7Cu10,0,-6.68686625,-0.176702694
In3Cu7,0,-3.697621607,-0.002559517
LaCu6,0,-4.352004814,-0.131484916
LaCu5,0,-4.384981858,-0.144257357
LaCu2,0,-4.592875427,-0.210718693
LaCu,0,-4.702079756,-0.178490791
LaCu13,0,-4.227943659,-0.068037576
LiCu3,0,-3.585670093,-0.034207727
MgCu2,0,-3.409107933,-0.1414681
Mg2Cu,0,-2.543807215,-0.107819818
Cu3Pd,0,-4.476088128,-0.10596439
CuPd3,0,-4.97761687,-0.065830198
CuPd,0,-4.77025832,-0.129303115
CuPt7,0,-5.887692656,-0.075555835
CuPt,0,-5.24505718,-0.166996595
Cu3Pt,0,-4.725574418,-0.13689799
ScCu,0,-5.485306115,-0.2680603
ScCu2,0,-5.098853253,-0.25425862
CuSn,0,-4.080730583,-0.026385725
SrCu5,0,-3.762528023,-0.06545696
SrCu,0,-3.002678854,-0.110050204
TiCu4,0,-4.94232473,-0.083465443
TiCu,0,-6.135655823,-0.137446011
Ti3Cu4,0,-5.852690249,-0.125754371
Ti2Cu,0,-6.74788366,-0.116701334
YCu5,0,-4.679211053,-0.185236803
YCu2,0,-5.154317733,-0.265661503
YCu,0,-5.539616384,-0.256278174
Zn8Cu5,0,-2.473402292,-0.113473373
Zr2Cu,0,-7.200612167,-0.135833437
Zr7Cu10,0,-6.086666044,-0.155749784
Zr14Cu51,0,-5.218839322,-0.161466811
Ga3Fe,0,-4.625063989,-0.232181192
GaFe3,0,-7.23196334,-0.127781828
Hf2Fe,0,-9.642515604,-0.18639505
HfFe2,0,-9.30913169,-0.351155978
FeIr3,0,-8.76368806,-0.000860175
Mg149Fe,0,-1.660480379,-0.010442113
NbFe2,0,-9.140576247,-0.12964261
Nb19Fe20,0,-9.368432292,-0.103143532
FeNi3,0,-6.544300153,-0.093536897
FeNi,0,-7.18807372,-0.06762126
FePd3,0,-6.110546255,-0.108624933
FePt,0,-7.497886705,-0.23955682
Fe2Re3,0,-10.86707489,-0.016828222
Fe3Re,0,-9.465997944,-0.010160491
FeRh,0,-7.953878515,-0.045460775
FeRh3,0,-7.669996129,-0.037284954
Fe3Rh,0,-8.20820617,-0.024081865
ScFe2,0,-8.027064835,-0.275444468
FeSn,0,-6.234885317,-0.000271159
TaFe2,0,-9.793641548,-0.201905904
TaFe,0,-10.34181965,-0.184131623
TiFe2,0,-8.557889248,-0.285626216
TiFe,0,-8.597568845,-0.419089733
V3Fe,0,-9.111944701,-0.182017784
VFe3,0,-8.742683853,-0.1261543
Fe2W,0,-9.985365532,-0.025602912
Fe7W6,0,-10.55752709,-0.020867647
YFe5,0,-8.175904868,-0.048148452
YFe2,0,-7.876092057,-0.080410093
Zn13Fe,0,-1.81071706,-0.024532803
Zn10Fe3,0,-2.960846563,-0.029480343
Zn9Fe4,0,-3.511237023,-0.027024338
ZrFe2,0,-8.77282361,-0.283762377
Zr3Fe,0,-8.65392594,-0.128326753
Hf5Ga3,0,-7.800517496,-0.440139084
HfGa3,0,-5.144342553,-0.377851124
HfGa,0,-6.999537174,-0.503787757
Hf2Ga,0,-8.047398335,-0.398810258
HfGa2,0,-5.794026175,-0.451115417
Hf2Ga3,0,-6.295942836,-0.491896614
Ga2Ir,0,-5.417732574,-0.438301317
Ga5Ir3,0,-5.68769577,-0.465489787
GaIr,0,-6.330134785,-0.37960462
Ga9Ir2,0,-4.39860171,-0.301987642
K3Ga13,0,-2.828357078,-0.152417222
KGa3,0,-2.717163394,-0.161654734
K2Ga3,0,-2.419106362,-0.152632569
La5Ga3,0,-4.688261918,-0.456870841
LaGa6,0,-3.681969017,-0.37178526
LaGa,0,-4.575264465,-0.582704915
LaGa2,0,-4.369188343,-0.69507083
Li3Ga2,0,-2.681047896,-0.32137093
Li2Ga,0,-2.582717003,-0.29832409
LiGa,0,-2.793520833,-0.320917788
Li2Ga7,0,-2.964005612,-0.177719014
Li5Ga4,0,-2.734777186,-0.324910851
Mg2Ga5,0,-2.739039369,-0.111205495
Mg2Ga,0,-2.208643594,-0.126675807
MgGa2,0,-2.68612904,-0.126528427
Mg5Ga2,0,-2.133761453,-0.120026927
MgGa,0,-2.462766419,-0.141982219
Mg149Ga,0,-1.638861138,-0.024973522
MnGa,0,-6.227681735,-0.129440385
MnGa4,0,-4.429442188,-0.167805584
Ga41Mo8,0,-4.440266178,-0.12546382
GaMo3,0,-9.055375166,-0.149309511
Na7Ga13,0,-2.606110319,-0.172501546
NaGa4,0,-2.827390492,-0.135085433
NbGa3,0,-5.1031964,-0.296986528
Nb5Ga13,0,-5.312555681,-0.309792871
Nb3Ga2,0,-7.634086141,-0.351309263
GaNi3,0,-5.374250095,-0.279136198
Ga9Ni13,0,-5.045235905,-0.386642105
Ga3Ni2,0,-4.538780726,-0.404011042
Ga7Ni3,0,-4.180434734,-0.320049111
Ga3Ni5,0,-5.129021438,-0.376887616
Ga3Os,0,-5.343647114,-0.26077635
Ga5Pd13,0,-5.137285445,-0.550607499
GaPd2,0,-5.105694641,-0.638204734
GaPd,0,-4.769316919,-0.659391129
Ga7Pd3,0,-4.13366197,-0.45281312
GaPt3,0,-5.762868898,-0.460938862
GaPt,0,-5.184599286,-0.637568116
GaPt2,0,-5.591874855,-0.541577775
Ga2Pt,0,-4.62548635,-0.58172109
Ga7Pt3,0,-4.495393334,-0.552281256
RbGa3,0,-2.675492372,-0.143434174
RbGa7,0,-2.875322852,-0.090677033
Ga3Re,0,-5.472447059,-0.083557678
Ga17Rh10,0,-5.234021041,-0.596872353
GaRh,0,-5.88145942,-0.684340395
Ga9Rh2,0,-4.164391362,-0.341744982
Ga3Ru,0,-4.975150019,-0.378136792
GaRu,0,-6.469440835,-0.312647823
Ga2Ru,0,-5.52339992,-0.406460098
ScGa3,0,-4.34909719,-0.48737227
Sc3Ga2,0,-5.584010658,-0.567997666
Sc3Ga5,0,-4.870901248,-0.596930588
ScGa,0,-5.284926033,-0.598709632
Sr8Ga7,0,-2.713370376,-0.396813421
SrGa2,0,-3.084667373,-0.497856737
SrGa4,0,-3.178042596,-0.411062838
Ta3Ga2,0,-8.602868927,-0.274648437
TaGa3,0,-5.402682418,-0.16087104
Ga3Tc,0,-4.918681328,-0.051137032
GaTc,0,-6.79425604,-0.09640089
Ti2Ga3,0,-5.43325411,-0.452063105
TiGa3,0,-4.617913545,-0.365706627
Ti2Ga,0,-6.67508807,-0.397925354
TiGa2,0,-5.092194823,-0.434996745
TiGa,0,-5.9309047,-0.463724303
Ti3Ga,0,-6.999526681,-0.317372806
V3Ga,0,-7.743037968,-0.168760408
V8Ga41,0,-4.196167982,-0.171278679
V2Ga5,0,-4.992350265,-0.226719065
YGa6,0,-3.851131036,-0.323876066
Y3Ga2,0,-5.664863724,-0.569539858
YGa3,0,-4.428145964,-0.533374846
YGa,0,-5.415143863,-0.662835068
YGa2,0,-4.83937967,-0.65876266
ZrGa2,0,-5.433729065,-0.559732785
Zr3Ga2,0,-6.884887161,-0.541480609
Zr2Ga,0,-7.175736602,-0.464977482
Zr2Ga3,0,-5.851598405,-0.610249557
ZrGa3,0,-4.899190079,-0.484384509
ZrGa,0,-6.41810306,-0.62572536
Zr3Ga5,0,-5.698180896,-0.594589261
Hf2Hg,0,-6.858303523,-0.120896443
Hf2In5,0,-4.940586389,-0.130897465
Hf5Ir3,0,-10.36114994,-0.815798982
HfIr,0,-10.34696199,-0.937915845
HfIr3,0,-9.935650673,-0.799214156
HfMg149,0,-1.675467209,-0.015466046
HfMn2,0,-9.688374863,-0.264120224
HfMo2,0,-10.72081452,-0.161164013
HfNi,0,-8.386270048,-0.518600325
HfNi3,0,-7.361388235,-0.537016348
HfOs,0,-11.29701021,-0.70998614
Hf3Pb,0,-8.413221603,-0.018757496
HfPd5,0,-6.613459623,-0.635566941
HfPd,0,-8.2583556,-0.689913833
HfPd3,0,-7.256573394,-0.88104344
Hf2Pd,0,-8.891336627,-0.527620317
HfPt3,0,-8.1285342,-1.097346176
HfPt,0,-9.159587615,-1.154040468
HfPt4,0,-7.718192885,-0.881876686
Hf5Re24,0,-12.27646086,-0.261843625
HfRe2,0,-12.01399952,-0.400006253
Hf21Re25,0,-11.71767284,-0.410368418
HfRh3,0,-8.758562805,-0.752242999
HfRh,0,-9.500122655,-0.844487653
Hf3Rh5,0,-9.254028366,-0.923050962
Hf2Rh,0,-9.706175762,-0.617663962
HfRu,0,-10.44253831,-0.827229315
Hf5Sc,0,-9.364364718,-0.013276996
Hf5Sn4,0,-7.708193326,-0.396091464
Hf5Sn3,0,-8.106861261,-0.381921348
HfSn2,0,-6.268328947,-0.277308852
HfTc,0,-10.65062972,-0.494258588
HfTc2,0,-10.59150897,-0.367769261
HfW2,0,-12.13013373,-0.172294522
Hf2Zn,0,-7.235412273,-0.174959735
HfZn2,0,-4.376471792,-0.20983211
HfZn3,0,-3.638277075,-0.195090608
HfZn16,0,-1.843304654,-0.059804971
HfZr,0,-9.252019605,-0.001125928
KHg2,0,-0.844089475,-0.271517734
K5Hg7,0,-0.902446228,-0.262654165
K2Hg7,0,-0.702868802,-0.219924158
KHg11,0,-0.473439403,-0.10252863
KHg,0,-0.955755473,-0.248743087
KHg3,0,-0.738939649,-0.233588231
KHg6,0,-0.580844875,-0.161919586
LaHg,0,-3.115801735,-0.49001368
LaHg2,0,-2.33574589,-0.48399037
LaHg3,0,-1.898025373,-0.43328612
LiHg,0,-1.47473824,-0.36890669
Li3Hg,0,-1.786306468,-0.279404368
Mg2Hg,0,-1.371815776,-0.201028986
MgHg,0,-1.17427102,-0.220258315
Mg149Hg,0,-1.622344785,-0.026680789
Na8Hg3,0,-1.211615442,-0.174178748
NaHg,0,-1.058868964,-0.250727971
Na3Hg2,0,-1.12716657,-0.218135469
NaHg2,0,-0.875775257,-0.235784445
NaHg3,0,-0.752133755,-0.196218034
HgPb4,0,-3.046141682,-0.0133554
HgPd,0,-2.911675415,-0.16852112
HgPd3,0,-4.094590705,-0.131704488
Hg4Pt,0,-1.551897258,-0.097579118
RbHg2,0,-0.792212308,-0.250907852
Rb5Hg19,0,-0.656951295,-0.20475209
Rb2Hg7,0,-0.674548184,-0.212448397
Rb15Hg16,0,-0.857905115,-0.209291107
RbHg11,0,-0.470191067,-0.107097115
Hg2Rh,0,-2.658096017,-0.003300847
ScHg3,0,-2.037296751,-0.225729074
Sc3Hg,0,-5.049543029,-0.222220896
ScHg,0,-3.744966015,-0.42552111
SrHg2,0,-1.247216622,-0.482767978
SrHg,0,-1.53364335,-0.53881561
Sr3Hg2,0,-1.578869447,-0.445814249
SrHg3,0,-1.069042764,-0.419783669
Sr3Hg,0,-1.621890956,-0.281494571
Sr21Hg109,0,-0.813358309,-0.28637735
Ti3Hg,0,-6.098651719,-0.099883591
TlHg,0,-1.361531635,-0.026082533
TlHg3,0,-0.84560888,-0.026039104
YHg,0,-3.905370975,-0.519833675
YHg3,0,-2.211128741,-0.366514866
ZrHg,0,-4.597621663,-0.172015458
Zr3Hg,0,-6.664941436,-0.178377354
In3Ir,0,-4.432835009,-0.152984534
In2Ir,0,-4.940801753,-0.151620566
KIn4,0,-2.538740746,-0.115187212
K8In11,0,-2.209325369,-0.148635039
K17In41,0,-2.406535117,-0.135813129
LaIn,0,-4.349223205,-0.499351207
LaIn2,0,-3.981330318,-0.497462874
La3In,0,-4.685276783,-0.286397953
LaIn3,0,-3.779244623,-0.478379455
Li2In,0,-2.480008712,-0.290740833
Li13In3,0,-2.272398251,-0.206197034
LiIn3,0,-2.669017248,-0.128130333
Li3In2,0,-2.54003651,-0.294509585
LiIn,0,-2.586012993,-0.256097499
Mg3In,0,-1.970512745,-0.079296941
MgIn,0,-2.254690875,-0.076594227
Mg149In,0,-1.637961375,-0.025976259
Na2In,0,-1.901390374,-0.109043239
NaIn3,0,-2.473324693,-0.081283056
NaIn,0,-2.171996193,-0.139771257
InNi,0,-4.452196983,-0.18573079
In7Ni3,0,-3.790158237,-0.129535186
In3Pd5,0,-4.796588192,-0.525504978
In7Pd3,0,-3.860800761,-0.379714483
InPd2,0,-4.886330564,-0.513965692
In3Pd2,0,-4.18725269,-0.463090432
InPd3,0,-5.036017444,-0.461089255
InPt3,0,-5.591923773,-0.361337513
In7Pt3,0,-4.172192465,-0.428842959
In2Pt3,0,-5.21949339,-0.484652715
In2Pt,0,-4.326492643,-0.472977452
Rb8In11,0,-2.143876228,-0.122681414
RbIn4,0,-2.513016232,-0.108223069
InRh,0,-5.46511182,-0.410680347
In3Rh,0,-4.194517016,-0.291372111
In3Ru,0,-4.523552846,-0.140570947
ScIn3,0,-3.932368758,-0.284675165
Sc2In,0,-5.512552802,-0.371800449
ScIn,0,-4.964517045,-0.420988197
Sc3In,0,-5.733185584,-0.29382148
ScIn2,0,-4.297507205,-0.351201861
Sr28In11,0,-2.276033789,-0.289432186
SrIn2,0,-2.848595827,-0.452035259
Sr3In11,0,-2.815289668,-0.29183704
SrIn,0,-2.647860855,-0.428949172
Ti3In,0,-6.736586325,-0.125776226
TiIn,0,-5.46139737,-0.136904525
YIn3,0,-4.086352355,-0.405612565
YIn,0,-5.093250585,-0.483629342
Y2In,0,-5.614126763,-0.385251218
Y3In5,0,-4.616673833,-0.471493316
Zr3In,0,-7.346294815,-0.247688761
ZrIn2,0,-4.95509878,-0.271352569
ZrIn3,0,-4.41123583,-0.210461588
ZrIn,0,-5.96737126,-0.317681112
La5Ir3,0,-7.065951549,-0.649587928
LaIr2,0,-8.276090772,-0.717577625
La3Ir2,0,-7.184591471,-0.670329319
La5Ir2,0,-6.612153802,-0.545427791
La3Ir,0,-6.404729924,-0.477858957
LiIr3,0,-7.292861458,-0.167998127
LiIr,0,-5.599257515,-0.213357745
MgIr,0,-5.595228185,-0.36114726
Mg29Ir4,0,-2.668495146,-0.18422177
Mg44Ir7,0,-2.806999025,-0.206263212
Mg3Ir,0,-3.752829278,-0.333621335
Mg2Ir3,0,-6.297379764,-0.337349646
Mg149Ir,0,-1.678757909,-0.026026336
Mn3Ir,0,-9.228844478,-0.14345081
MnIr3,0,-9.081141273,-0.14345879
MnIr,0,-9.15686061,-0.145322535
MoIr,0,-10.18147432,-0.31838934
MoIr3,0,-9.684565803,-0.32110987
NbIr,0,-9.990013465,-0.501530435
Nb3Ir,0,-10.18975542,-0.388944321
NbIr3,0,-9.761345213,-0.585190252
ReIr3,0,-9.889170329,-0.130335861
ReIr,0,-10.83849352,-0.184651474
Re3Ir,0,-11.64191098,-0.093061358
IrRh,0,-8.121419625,-0.011003875
Ir3Rh,0,-8.498500968,-0.011379648
Ir3Ru,0,-8.992914978,-0.025956664
IrRu3,0,-9.22326554,-0.050044379
Sc44Ir7,0,-7.053345828,-0.371079944
Sc11Ir4,0,-7.700312043,-0.690812008
ScIr3,0,-8.827501395,-0.595831388
ScIr,0,-8.649381615,-1.04986849
SnIr,0,-6.662201878,-0.22558971
Sn4Ir,0,-5.172022833,-0.191739499
Sn2Ir,0,-5.913982393,-0.2864418
SrIr2,0,-6.731288238,-0.260081968
TaIr,0,-10.94586465,-0.586178608
TaIr3,0,-10.29584956,-0.68409309
Ta3Ir,0,-11.42280156,-0.31518594
Tc3Ir,0,-10.20338065,-0.21856628
TcIr3,0,-9.388139819,-0.150650436
TcIr,0,-9.820758615,-0.20960674
Ti3Ir,0,-8.703919984,-0.565117746
TiIr,0,-9.227206555,-0.846729433
TiIr3,0,-9.33658069,-0.714428684
VIr,0,-9.49294222,-0.517715975
VIr3,0,-9.417233765,-0.497707198
V3Ir,0,-9.515467171,-0.484541249
Ir3W,0,-10.23130462,-0.343527924
IrW,0,-11.21392182,-0.302195312
Y3Ir,0,-7.625711131,-0.559216296
Y5Ir3,0,-8.133866859,-0.767816682
YIr,0,-8.482185975,-0.816580455
YIr2,0,-8.861542017,-0.796529373
Zn11Ir2,0,-2.630874112,-0.190201123
ZnIr,0,-5.240235965,-0.171909107
Zn3Ir,0,-3.38816424,-0.217587399
Zr3Ir,0,-9.145478596,-0.518880404
Zr5Ir3,0,-9.398204167,-0.732067858
ZrIr,0,-9.556001021,-0.850326596
ZrIr3,0,-9.492674583,-0.707923925
KMg149,0,-1.613448277,-0.012406655
KPb,0,-2.645153487,-0.232456206
K5Pb24,0,-3.364814081,-0.098844516
KPb2,0,-3.027939431,-0.181121164
KSn,0,-2.852839827,-0.292973943
K4Sn23,0,-3.702645137,-0.122738525
KSn2,0,-3.287930869,-0.244887799
K49Tl108,0,-2.089692546,-0.114757391
K8Tl11,0,-1.967719253,-0.129721364
K10Tl7,0,-1.728929281,-0.10105884
KZn13,0,-1.327399894,-0.066179676
La2Mg17,0,-2.023188683,-0.066901018
LaMg,0,-3.385812555,-0.109702245
LaMg3,0,-2.575409339,-0.135186704
La7Ni3,0,-5.415219662,-0.217377485
La7Ni16,0,-5.862519071,-0.335024097
LaNi5,0,-5.922556943,-0.280347625
LaNi,0,-5.678957423,-0.314477568
LaNi3,0,-5.892287339,-0.319510387
La2Ni7,0,-5.906723641,-0.310802567
LaOs2,0,-9.195270769,-0.066120392
La5Pb4,0,-5.016594134,-0.616630883
La4Pb3,0,-5.038089949,-0.61855804
La3Pb,0,-5.00924314,-0.369563835
LaPb3,0,-4.452252298,-0.428985703
La5Pb3,0,-5.029467633,-0.543891506
LaPd5,0,-5.720570205,-0.577074145
LaPd,0,-5.889126785,-0.823874885
LaPd3,0,-5.938137213,-0.814202193
La7Pd3,0,-5.532386485,-0.514081081
La3Pd4,0,-5.920852592,-0.838834086
La7Pt3,0,-6.057686006,-0.777117374
LaPt,0,-6.683335778,-1.180978498
LaPt5,0,-6.641530363,-0.769525337
La3Pt4,0,-6.725441591,-1.143874079
LaPt2,0,-6.76602527,-1.078844117
La4Rh3,0,-6.680135507,-0.699770297
LaRh3,0,-7.276380418,-0.521655546
LaRh,0,-6.889377035,-0.7369319
LaRh2,0,-7.248836498,-0.694871538
La3Rh2,0,-6.568893699,-0.657360459
La5Ru2,0,-6.447386389,-0.262795893
La7Ru3,0,-6.520337549,-0.273911812
LaSn3,0,-4.810074335,-0.566054836
La5Sn3,0,-5.290466348,-0.694513769
La5Sn4,0,-5.31005963,-0.779279843
LaSn,0,-5.277372563,-0.79873101
La3Sn,0,-5.190252018,-0.476988411
La3Sn7,0,-4.958138151,-0.667194242
La2Sn3,0,-5.140148182,-0.755355451
La3Tl,0,-4.532018315,-0.229302131
LaTl3,0,-3.381480373,-0.369103141
LaTl,0,-4.070282655,-0.412735948
La3Zn22,0,-1.989645126,-0.27581124
La2Zn17,0,-1.917959234,-0.258284111
LaZn,0,-3.42721594,-0.316859698
LaZn4,0,-2.333427513,-0.325588921
LaZn11,0,-1.798309519,-0.219227791
LaZn2,0,-2.856124798,-0.358278362
LaZn13,0,-1.726085553,-0.190754525
Li5Mg,0,-1.8790019,-0.021635532
LiMg2,0,-1.75880258,-0.053255057
Li3Mg,0,-1.864426885,-0.032363657
LiMg,0,-1.819344235,-0.06319043
LiPb,0,-3.08528126,-0.273764815
Li8Pb3,0,-2.725069765,-0.324255045
Li7Pb2,0,-2.624397951,-0.314850281
Li17Pb4,0,-2.539882521,-0.287702711
Li3Pb,0,-2.68211763,-0.322373083
Li3Pd,0,-3.035347483,-0.30871346
Li2Pd,0,-3.37786962,-0.378348473
LiPd3,0,-4.63353991,-0.269583142
LiPd,0,-3.97545089,-0.430155495
LiPd7,0,-4.95329655,-0.180009096
Li15Pd4,0,-2.866891526,-0.269519826
LiPt7,0,-5.795976104,-0.257754235
LiPt3,0,-5.43577129,-0.416156452
LiPt,0,-4.585624015,-0.60322324
Li2Pt,0,-3.827925297,-0.537000563
Li3Pt,0,-3.367177933,-0.42199122
LiRh,0,-4.823789275,-0.191300645
LiRh3,0,-6.127246105,-0.132499485
Li7Sn2,0,-2.75014779,-0.375191852
Li13Sn5,0,-2.895698093,-0.403996333
Li17Sn4,0,-2.659987018,-0.351742979
LiSn,0,-3.285812692,-0.327127644
Sr19Li44,0,-1.845660024,-0.004642053
LiTl,0,-2.368520435,-0.230930233
Li3Tl,0,-2.250970175,-0.228188749
Li2Tl,0,-2.300138735,-0.239087717
Li5Tl2,0,-2.275652806,-0.236470126
LiZn3,0,-1.59175606,-0.160142779
LiZn,0,-1.80249885,-0.212099113
Mg149Mn,0,-1.662527184,-0.007826128
Mg149Mo,0,-1.675913816,-0.009858802
NaMg149,0,-1.62220295,-0.019812946
Mg149Nb,0,-1.673405206,-0.012344885
MgNi2,0,-4.608179442,-0.219351755
Mg2Ni,0,-3.167492963,-0.17091164
Mg149Ni,0,-1.652540306,-0.020360419
Mg149Os,0,-1.684535768,-0.016097822
Mg2Pb,0,-2.361678463,-0.05376841
MgPb2,0,-3.038490333,-0.027005187
Mg149Pb,0,-1.643283558,-0.024877096
MgPd5,0,-4.918170052,-0.331932442
Mg3Pd,0,-2.927583447,-0.428677692
MgPd,0,-4.120329675,-0.726853125
Mg3Pd5,0,-4.488926209,-0.648164262
MgPd2,0,-4.594100403,-0.604243322
MgPd3,0,-4.776164346,-0.488117001
Mg5Pd2,0,-3.1088823,-0.482180717
Mg149Pd,0,-1.65838685,-0.030196668
Mg3Pt,0,-3.309838035,-0.59237959
MgPt3,0,-5.530052918,-0.586347503
Mg2Pt,0,-3.784220498,-0.695720892
MgPt,0,-4.550926855,-0.720344925
MgPt7,0,-5.805441591,-0.305174434
Mg149Pt,0,-1.666934922,-0.032916669
RbMg149,0,-1.608305833,-0.007889556
Mg149Re,0,-1.68689913,-0.010300688
MgRh,0,-4.94788512,-0.467215335
Mg44Rh7,0,-2.6142987,-0.220381631
Mg3Rh,0,-3.391063989,-0.348561617
MgRh3,0,-6.18377632,-0.264939123
Mg2Rh,0,-3.944416947,-0.422525437
Mg149Rh,0,-1.670167225,-0.027481134
Mg3Ru2,0,-4.811229557,-0.138087546
Mg149Ru,0,-1.675295285,-0.019813541
Mg3Sc,0,-2.82364609,-0.03659503
MgSc2,0,-4.787311273,-0.029066713
MgSc,0,-4.006198235,-0.036431075
Mg149Sc,0,-1.658026833,-0.022152777
Mg2Sn,0,-2.590953243,-0.184930788
Mg149Sn,0,-1.646796551,-0.026427841
Sr6Mg23,0,-1.694317035,-0.073093095
SrMg2,0,-1.731760509,-0.100215526
SrMg149,0,-1.623657057,-0.018777897
Mg149Ta,0,-1.682086856,-0.009410494
Mg149Tc,0,-1.677356915,-0.014661009
Mg149Ti,0,-1.662627093,-0.016340184
Mg3Tl,0,-1.826391686,-0.031338528
MgTl,0,-2.01912392,-0.033352563
Mg149Tl,0,-1.633975093,-0.024554315
Mg149V,0,-1.668648844,-0.014431946
YMg,0,-4.144185245,-0.10832569
Y2Mg,0,-4.919658713,-0.07329096
YMg3,0,-2.903723845,-0.083626588
YMg149,0,-1.658824107,-0.022068819
Mg4Zn7,0,-1.520208946,-0.126833708
Mg2Zn11,0,-1.382760577,-0.0589325
Mg21Zn25,0,-1.544481735,-0.12031424
MgZn2,0,-1.506837888,-0.123508351
Mg149Zn,0,-1.625732974,-0.023608068
Mg149Zr,0,-1.667920614,-0.017297741
Mn2Nb,0,-9.617161028,-0.139948465
MnNi3,0,-6.736192593,-0.11057474
MnOs3,0,-10.73718855,-0.03253918
MnPd3,0,-6.40382301,-0.22704709
Mn3Pd5,0,-6.92646632,-0.25261151
MnPt3,0,-7.19391946,-0.36148547
MnPt,0,-7.960504253,-0.352465172
MnRh,0,-8.446276235,-0.1881493
MnRu3,0,-9.248571871,-0.001495117
ScMn2,0,-8.359686628,-0.141787335
TaMn2,0,-10.28341385,-0.225399276
TiMn2,0,-9.011018663,-0.272476706
Ti21Mn25,0,-8.835966446,-0.252903274
MnV,0,-9.404832875,-0.281895445
MnV3,0,-9.247480455,-0.14269894
MnZn3,0,-3.264842383,-0.020409949
MnZn13,0,-1.848737689,-0.012594976
ZrMn2,0,-9.141899048,-0.186558888
NbMo,0,-10.53834175,-0.05060063
Ni4Mo,0,-6.876268604,-0.078940752
Ni3Mo,0,-7.143628225,-0.092236922
MoPd2,0,-7.174286627,-0.098426847
MoPt2,0,-8.03920773,-0.380540777
MoPt,0,-8.777003565,-0.317417585
Re24Mo5,0,-12.17911189,-0.007929543
MoRh,0,-9.29622422,-0.186550385
MoRh3,0,-8.473087234,-0.239748011
MoRu3,0,-9.725109608,-0.052259404
TaMo,0,-11.44764241,-0.088698285
TiMo3,0,-10.25529505,-0.134255917
V3Mo,0,-9.58714473,-0.056589765
Zn6Mo,0,-2.67085998,-0.028102264
ZrMo2,0,-10.21892501,-0.128188983
Na15Pb4,0,-1.959305848,-0.140931427
NaPb3,0,-3.218602198,-0.104159134
NaPb,0,-2.690566062,-0.176740174
Na3Pd,0,-2.30314819,-0.023050004
NaPt2,0,-4.846088713,-0.370672268
NaSn,0,-2.882921793,-0.221927303
Na15Sn4,0,-2.041490289,-0.161150141
Na9Sn4,0,-2.32985052,-0.187472551
NaSn2,0,-3.260591786,-0.150129645
Na2Tl,0,-1.771986783,-0.107856508
NaTl,0,-1.955296558,-0.115396913
NaTl3,0,-2.183197798,-0.079644098
Na3Tl,0,-1.661662156,-0.085416566
NaZn13,0,-1.329787408,-0.054120246
NbNi3,0,-7.151064709,-0.286974379
NbNi,0,-8.147364245,-0.200257635
Nb3Os,0,-10.62927815,-0.239478085
Nb3Os2,0,-10.79374561,-0.237949017
NbPd3,0,-6.835460654,-0.420212257
NbPd2,0,-7.24503704,-0.41891189
Nb2Pd,0,-8.68742064,-0.21778848
Nb3Pt,0,-9.479206309,-0.380144706
NbPt3,0,-7.724598251,-0.653691784
NbPt2,0,-8.10352785,-0.694595527
NbPt,0,-8.695743338,-0.610759303
Nb2Pt,0,-9.223278319,-0.462242572
NbRe,0,-11.41470922,-0.136211034
Nb3Rh,0,-9.673122853,-0.249017323
NbRh,0,-9.133982563,-0.398910673
NbRh3,0,-8.558471306,-0.512433056
NbRu3,0,-9.607256343,-0.121707111
NbRu,0,-9.862864,-0.168118122
Nb3Ru,0,-10.08581267,-0.181870141
NbSn2,0,-6.172926104,-0.128948084
Nb3Sn,0,-8.742425375,-0.155221636
NbTc,0,-10.36282872,-0.127020705
Nb2Tc,0,-10.30547607,-0.11055767
NbW,0,-11.56106024,-0.02467759
NbZn3,0,-3.631567915,-0.148663004
NbZn2,0,-4.367506008,-0.147908401
Ni3Pt,0,-5.921223145,-0.071210383
NiPt,0,-6.014677648,-0.095726173
NiPt3,0,-6.050132463,-0.062242275
Re3Ni,0,-10.88751256,-0.109351149
Sc2Ni,0,-6.504616112,-0.354125189
ScNi,0,-6.56116304,-0.503026335
ScNi2,0,-6.487312213,-0.521529727
Sc2Ni7,0,-6.287924454,-0.383711447
Ni3Sn,0,-5.523284903,-0.185130004
Ni3Sn4,0,-4.990749801,-0.222062383
Ni3Sn2,0,-5.331156435,-0.258753027
Ni4Sn3,0,-5.277012978,-0.255228901
TaNi3,0,-7.658222473,-0.358530638
TaNi2,0,-8.141514997,-0.335617233
Ta2Ni,0,-10.06519407,-0.234472592
Tc3Ni,0,-9.32111592,-0.106989763
Ti2Ni,0,-7.467279487,-0.275503234
TiNi,0,-7.235658298,-0.396557596
